Date,Name,Text,compound,negative,neutral,positive
Thu Jun 21 10:47:18 +0000 2018,Fox News,Colorado deputies discover methamphetamine worth $1M in subwoofer box https://t.co/tpQPFyZ57e,0.2263,0.0,0.826,0.174
Thu Jun 21 10:41:45 +0000 2018,Fox News,"Parents are fed up with kids' summer vacation after just 13 days, study finds https://t.co/8JqXTKSdhr",0.0,0.0,1.0,0.0
Thu Jun 21 10:39:45 +0000 2018,Fox News,Why did rattlesnake cross the road? Because Virginia cops stopped traffic for it https://t.co/1uRNJl4mg6,-0.2263,0.128,0.872,0.0
Thu Jun 21 10:35:33 +0000 2018,Fox News,"""When you love what you're doing, every day is a great day.""

Representative @Stevescalise gives a behind-the-scene… https://t.co/4UnMJqTTGC",0.8519,0.0,0.628,0.372
Thu Jun 21 10:27:24 +0000 2018,Fox News,"Massive fire at Ohio swine farm kills 5,000 pigs, officials say https://t.co/qeFGERTe1G",-0.7096,0.371,0.629,0.0
Thu Jun 21 10:24:30 +0000 2018,Fox News,".@PeteStauber: ""To have the @POTUS come to our great state of Minnesota in the 8th Congressional District and reall… https://t.co/n3prDirGUY",0.6249,0.0,0.823,0.177
Thu Jun 21 10:15:35 +0000 2018,Fox News,"#Trump to propose merging Labor, Education departments, report says https://t.co/rFcGfCRR9v https://t.co/QXTalZvzfl",0.0,0.0,1.0,0.0
Thu Jun 21 10:07:01 +0000 2018,Fox News,"""If @HillaryClinton got elected, our economy would be a total disaster right now.""

President @realDonaldTrump kick… https://t.co/utP1jggPcj",-0.6249,0.215,0.785,0.0
Thu Jun 21 10:03:55 +0000 2018,Fox News,U.S. Navy Reserve commander stationed in Afghanistan returns home to surprise son during class #ProudAmerican https://t.co/edJbXI44vW,0.2732,0.0,0.877,0.123
Thu Jun 21 09:56:11 +0000 2018,Fox News,Groups relay grievances on @NFL anthem policy https://t.co/nzzF2USyqa,-0.3612,0.263,0.737,0.0
Thu Jun 21 09:50:00 +0000 2018,Fox News,"White population aging rapidly in US, dying faster than babies are born, data show https://t.co/kuRyjVEnQb",0.0,0.0,1.0,0.0
Thu Jun 21 09:44:53 +0000 2018,Fox News,"Iron Mining Association President Kelsey Johnson: ""The president's done a fantastic job of really turning around th… https://t.co/RX339CCQFa",0.5574,0.0,0.816,0.184
Thu Jun 21 09:37:57 +0000 2018,Fox News,President @realDonaldTrump's message to the American worker https://t.co/crO4WfcXqu https://t.co/ItrKfLOMyJ,0.0,0.0,1.0,0.0
Thu Jun 21 09:34:24 +0000 2018,Fox News,Cybersecurity coordinator under Obama confirms 'stand down' order https://t.co/EDRxP1XPRq,0.0,0.0,1.0,0.0
Thu Jun 21 09:30:00 +0000 2018,Fox News,"Bryce Dallas Howard opens up about being raised by famous father, Ron Howard https://t.co/1uNgMlj85G",0.0,0.0,1.0,0.0
Thu Jun 21 09:23:00 +0000 2018,Fox News,"Missing man's burned body found by firefighters; suspect may be illegal immigrant, ICE says https://t.co/P1l0efXdRp",-0.7906,0.4,0.6,0.0
Thu Jun 21 09:21:00 +0000 2018,Fox News,.@marcthiessen: The overlooked bombshell of the IG report https://t.co/93ukzdA8ju,-0.0258,0.121,0.879,0.0
Thu Jun 21 09:15:00 +0000 2018,Fox News,Peter Fonda apologizes for vulgar remarks made about Donald Trump's son https://t.co/XCz4j4DSbw,0.3612,0.0,0.815,0.185
Thu Jun 21 09:11:27 +0000 2018,Fox News,North and South Korean delegations expected to meet today https://t.co/KnX225cCLE,0.0,0.0,1.0,0.0
Thu Jun 21 09:08:00 +0000 2018,Fox News,"Veteran, 87, completes high school seven decades after his time on active duty https://t.co/0Mldz0NCX4",0.4019,0.0,0.828,0.172
Thu Jun 21 09:03:00 +0000 2018,Fox News,"DOJ employee among those heckling DHS boss Nielsen, report says https://t.co/gzh0AyjahJ",0.0,0.0,1.0,0.0
Thu Jun 21 08:57:00 +0000 2018,Fox News,People cough up $38 for 'unfiltered Hot Dog Water' at festival https://t.co/E5rd1i6ERk,0.4939,0.0,0.775,0.225
Thu Jun 21 08:53:00 +0000 2018,Fox News,"House to vote on high-stakes, longshot @GOP immigration bills after sparks fly between top Republicans… https://t.co/HWqK9ce8Ad",0.2023,0.0,0.893,0.107
Thu Jun 21 08:42:00 +0000 2018,Fox News,Pete Davidson finally confirms engagement to @ArianaGrande https://t.co/YTa5SfKPCv,0.4588,0.0,0.7,0.3
Thu Jun 21 08:39:05 +0000 2018,Fox News,Texas billboard telling liberals to keep driving until they leave the state to be taken down https://t.co/5Udyb6W7pn https://t.co/nCWiFYEYBv,-0.0516,0.066,0.934,0.0
Thu Jun 21 08:35:00 +0000 2018,Fox News,"On @AmericaNewsroom Wednesday, Rudy Giuliani discussed the findings in the inspector general's report. https://t.co/iJ7N1ubImG",0.0,0.0,1.0,0.0
Thu Jun 21 08:30:22 +0000 2018,Fox News,Largest mall in America to be built in Florida https://t.co/8so1F8qcid,0.0,0.0,1.0,0.0
Thu Jun 21 08:27:00 +0000 2018,Fox News,"'I'll be damned if I let him have the last word,' mom says before shooting at son: police https://t.co/VhkmcTTtSx https://t.co/oLkLxKiyKE",-0.3818,0.126,0.874,0.0
Thu Jun 21 08:20:00 +0000 2018,Fox News,Kate Spade to be laid to rest in Kansas City today https://t.co/TeuefOXcmN https://t.co/kzqSsOdaEm,0.0,0.0,1.0,0.0
Thu Jun 21 08:15:00 +0000 2018,Fox News,LUCKY DUCKS: @universityofky police officers go above and beyond to rescue a family of ducklings who were trapped i… https://t.co/Ttem1afyq2,0.5319,0.13,0.61,0.26
Thu Jun 21 08:11:20 +0000 2018,Fox News,Funeral today for two deputies shot in the line of duty https://t.co/WRAtunejJf,-0.3612,0.185,0.815,0.0
Thu Jun 21 08:07:00 +0000 2018,Fox News,"National park searches, rescues costing millions, figures show https://t.co/AJnw1JhRQK",0.3182,0.0,0.777,0.223
Thu Jun 21 08:00:01 +0000 2018,Fox News,".@MariaBartiromo: ""In the interview of @HillaryClinton by the FBI, there was not one mention - not one question...… https://t.co/b6XQYq5TiX",0.0,0.0,1.0,0.0
Thu Jun 21 07:53:00 +0000 2018,Fox News,"ICE raids an Ohio meatpacking plant, 146 arrested. https://t.co/JpNh9F0iYv",-0.4767,0.279,0.721,0.0
Thu Jun 21 07:45:00 +0000 2018,Fox News,".@POTUS: ""Together we're renewing the miracle of the great American Midwest."" https://t.co/ecUNWxqepT https://t.co/b7S27neSE5",0.836,0.0,0.582,0.418
Thu Jun 21 07:38:00 +0000 2018,Fox News,U.S. stock market https://t.co/v3V6kSbtBV,0.0,0.0,1.0,0.0
Thu Jun 21 07:30:00 +0000 2018,Fox News,".@RepSwalwell: ""Peter Strzok did not arrange for @donaldjtrumpjr, @PaulManafort, and @JaredKushner to meet at Trump… https://t.co/vDl6eCA395",0.0,0.0,1.0,0.0
Thu Jun 21 07:23:00 +0000 2018,Fox News,President #Trump Hugs American Flag After Speech to Business Leaders https://t.co/kuLKeZk49G,0.4939,0.0,0.758,0.242
Thu Jun 21 07:15:00 +0000 2018,Fox News,Marc Little: “The dramatic reduction of 2.2 million food stamp recipients in the first 18 months of a Donald #Trump… https://t.co/0cUF31N4PK,0.0,0.0,1.0,0.0
Fri Jun 22 00:38:20 +0000 2018,The New York Times,"ABC is planning a “Roseanne” spinoff without Roseanne Barr, less than a month after canceling the revival because o… https://t.co/aBzi0HWfIw",0.0,0.0,1.0,0.0
Fri Jun 22 00:32:05 +0000 2018,The New York Times,"The limit on powders to 350 milliliters, the size of a can of soda, has been enforced since last summer on domestic… https://t.co/1Xmo7Onh46",0.0,0.0,1.0,0.0
Fri Jun 22 00:17:03 +0000 2018,The New York Times,"RT @nytopinion: .@paulkrugman says the Trump administration has been terrorizing families and children, abandoning all norms of human decen…",-0.765,0.28,0.72,0.0
Fri Jun 22 00:02:05 +0000 2018,The New York Times,"Chipotle announced that it will add 5 new menu items at its test kitchen in New York City, for eventual rollout nat… https://t.co/o8VjKvirSD",0.0,0.0,1.0,0.0
Thu Jun 21 23:50:07 +0000 2018,The New York Times,"A concert/rave/Pride party, a variety show at a Russian supper club and more fun things to do this weekend in NYC.… https://t.co/GuGVfNGRlf",0.7425,0.0,0.73,0.27
Thu Jun 21 23:41:23 +0000 2018,The New York Times,RT @NYTSports: The Suns took Deandre Ayton with the first pick the NBA draft. Stay here for pick-by-pick updates and analysis from @BenHoff…,0.0,0.0,1.0,0.0
Thu Jun 21 23:32:02 +0000 2018,The New York Times,RT @VVFriedman: Who was the target of Melania Trump's not-so-hidden message on a jacket?Hint: maybe not who you think. https://t.co/O0h7FNg…,0.0,0.0,1.0,0.0
Thu Jun 21 23:17:07 +0000 2018,The New York Times,The 2018 NBA draft: Stay here for live pick-by-pick updates and analysis https://t.co/r3JxqUg3by,0.0,0.0,1.0,0.0
Thu Jun 21 23:02:04 +0000 2018,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/F6HF3pI5JN,0.0,0.0,1.0,0.0
Thu Jun 21 22:47:17 +0000 2018,The New York Times,"Charles Krauthammer has died at 68. A Pulitzer Prize-winning columnist, he was one of the nation’s most prominent c… https://t.co/VF4BgWeGic",-0.2516,0.155,0.733,0.112
Thu Jun 21 22:32:04 +0000 2018,The New York Times,"The College Board plans to change the AP World History exam, to cut its 10,000-year sweep of material in half and s… https://t.co/vb1ivmpAk0",-0.2732,0.087,0.913,0.0
Thu Jun 21 22:17:02 +0000 2018,The New York Times,"Europe struck back at the U.S., escalating a trade war by imposing tariffs on $3.2 billion of American goods like b… https://t.co/TS1S3yNYpB",-0.5859,0.272,0.634,0.093
Thu Jun 21 22:02:04 +0000 2018,The New York Times,"For better or worse, it's #NationalSelfieDay. A writer examines how we became so self-obsessed and what it's doing… https://t.co/1ZAbN0MWwy",-0.0516,0.141,0.727,0.132
Thu Jun 21 21:47:06 +0000 2018,The New York Times,RT @nytpolitics: Melania Trump wore a jacket that said “I really don’t care. Do U?” on her way to visit immigrant children in a Texas borde…,0.539,0.0,0.869,0.131
Thu Jun 21 21:38:30 +0000 2018,The New York Times,"These shots speak a commanding, unwritten narrative of escape and discovery. See more of the photos:… https://t.co/XPSX6ARfQK",0.1779,0.0,0.898,0.102
Thu Jun 21 21:37:25 +0000 2018,The New York Times,They roasted entire pigs over pits of coals https://t.co/8B1jWDGR5J https://t.co/FE8bCsfi2I,0.0,0.0,1.0,0.0
Thu Jun 21 21:36:36 +0000 2018,The New York Times,"That summer, New Yorkers napped on rock slabs at beaches and tottered along rickety piers https://t.co/8B1jWDGR5J https://t.co/SITslhIhZS",0.0,0.0,1.0,0.0
Thu Jun 21 21:35:18 +0000 2018,The New York Times,"In these photos, no one holds a smartphone. Life, uncurated. https://t.co/8B1jWDGR5J https://t.co/JO1FYCCcib",-0.296,0.18,0.82,0.0
Thu Jun 21 21:34:28 +0000 2018,The New York Times,The infamous wretched NYC of the 1970s and 1980s can be glimpsed in these photos. But that version has never been t… https://t.co/ltAAIAF1Su,0.0,0.0,1.0,0.0
Thu Jun 21 21:33:19 +0000 2018,The New York Times,"At the time, New York was a financial ruin and it seemed it would be that way forever https://t.co/8B1jWDGR5J https://t.co/PKDjrQlUEa",-0.5859,0.174,0.826,0.0
Thu Jun 21 21:31:04 +0000 2018,The New York Times,"To celebrate the first day of summer, we’re sharing a handful of long-forgotten photos taken in parks across NYC in… https://t.co/UrdO5iBkkx",0.7579,0.0,0.735,0.265
Thu Jun 21 21:20:07 +0000 2018,The New York Times,"With Amrita Sher-Gil's painting style and her emphasis on the daily lives of women, she became known as the ""Indian… https://t.co/HwYCBT12Q3",0.0,0.0,1.0,0.0
Thu Jun 21 21:10:07 +0000 2018,The New York Times,"What does the future hold for the ISIS recruit who confessed to murder? And what does he believe now? 

The final e… https://t.co/Ay9OTqlQG7",-0.7236,0.187,0.813,0.0
Thu Jun 21 21:00:16 +0000 2018,The New York Times,"In Opinion

Op-Ed columnist Roger Cohen writes, ""President Trump has embraced the prince as his lost Middle Eastern… https://t.co/camWUmPjHl",-0.3182,0.113,0.887,0.0
Thu Jun 21 20:53:04 +0000 2018,The New York Times,"RT @nytimesbusiness: The biggest banks in the US are strong enough to continue lending if the economy plunges into a severe downturn, the F…",0.1779,0.097,0.781,0.123
Thu Jun 21 20:50:02 +0000 2018,The New York Times,"""I decided to give a gift to my younger self: the imagery of queer love I’ve never seen. Queer love in color."" https://t.co/KMJ7NwwkGo",0.9062,0.0,0.627,0.373
Thu Jun 21 20:41:04 +0000 2018,The New York Times,RT @SteveEder: NEW: Trumps and Kushners cut ties on New Jersey hotel deals that raised eyebrows w/@benprotess https://t.co/YSb9bL2htT,-0.2732,0.11,0.89,0.0
Thu Jun 21 20:30:08 +0000 2018,The New York Times,"Reporters from league broadcast partners ESPN, Turner Sports and Yahoo will be prohibited from disclosing NBA draft… https://t.co/AFLAQ9pbNl",0.0,0.0,1.0,0.0
Thu Jun 21 20:20:04 +0000 2018,The New York Times,"Vexed by cheating on high-school exams, the Algerian government reached this week for a drastic response: It turned… https://t.co/UJspfiUkJE",-0.4939,0.171,0.762,0.067
Thu Jun 21 20:10:06 +0000 2018,The New York Times,"As he campaigns for re-election on Sunday, Erdogan has promised his most ambitious project yet: a canal that would… https://t.co/ghnCUY0xFM",0.7089,0.0,0.743,0.257
Thu Jun 21 20:04:28 +0000 2018,The New York Times,"Breaking News: Federal health officials asked the Pentagon to prepare to house as many as 20,000 unaccompanied migr… https://t.co/e0VKaK2OJ3",0.0,0.0,1.0,0.0
Thu Jun 21 20:00:08 +0000 2018,The New York Times,The Supreme Court ruled that in-house judges at the Securities and Exchange Commission had been deciding cases with… https://t.co/NebhtLOtrj,0.7003,0.0,0.746,0.254
Thu Jun 21 19:57:16 +0000 2018,The New York Times,"Croatia dealt an almost-fatal blow to Argentina’s World Cup hopes, winning 3-0 https://t.co/h8E5R9r4vy https://t.co/VkT5gU6M3k",0.7351,0.0,0.659,0.341
Thu Jun 21 19:50:06 +0000 2018,The New York Times,"The EU is making good on its threats to retaliate against Trump's tariffs, moving to slap penalties on $3.2 billion… https://t.co/qSgTFqg2X6",0.1779,0.111,0.711,0.178
Thu Jun 21 19:40:08 +0000 2018,The New York Times,This is the story of Pride in a Mississippi city. It’s also the story of how queer love and life may differ strikin… https://t.co/7CeqD9uqAp,0.765,0.0,0.761,0.239
Thu Jun 21 19:31:35 +0000 2018,The New York Times,"Is Paulo Dybala the next Lionel Messi? For some fans, the comparison is irresistible. He's on the World Cup field p… https://t.co/CS7ejTzs3v",0.34,0.0,0.897,0.103
Thu Jun 21 19:25:45 +0000 2018,The New York Times,"From the Opinion section:

Op-Ed columnist @NickKristof is live on Twitter discussing President Trump’s executive o… https://t.co/XHLYajG0R5",0.0,0.0,1.0,0.0
Thu Jun 21 19:20:09 +0000 2018,The New York Times,The United States is trying to derail China’s dominance by punishing Beijing. But it has yet to detail how it plans… https://t.co/qU9lkoCuWZ,-0.296,0.204,0.634,0.162
Thu Jun 21 19:10:05 +0000 2018,The New York Times,Why does every thrift store (and their clothes) smell the same? And how do I get rid of the smell? Science to the r… https://t.co/NNBw36dpTT,0.0,0.0,1.0,0.0
Thu Jun 21 19:00:09 +0000 2018,The New York Times,"The Defense Department has started deducting premiums from the monthly income of more than 19,000 disabled vets for… https://t.co/zMv3Q2yXUz",0.128,0.0,0.923,0.077
Thu Jun 21 18:50:03 +0000 2018,The New York Times,President Trump warned Republicans that his reprieve for ZTE was part of a broader geopolitical negotiating strategy https://t.co/yjJvxn8xgi,-0.2732,0.116,0.884,0.0
Thu Jun 21 18:45:08 +0000 2018,The New York Times,"Republican leaders delayed a vote on a bill that would provide a path to citizenship for young, unauthorized immigr… https://t.co/P8VfeWprHU",-0.2263,0.106,0.894,0.0
Thu Jun 21 18:40:08 +0000 2018,The New York Times,"Ted Cruz once called Donald Trump a ""pathological liar"" and a narcissist. Now? ""I don’t intend to revisit those com… https://t.co/UJpW2WXvav",-0.5106,0.155,0.845,0.0
Thu Jun 21 18:30:12 +0000 2018,The New York Times,"There is compelling evidence for the idea that viruses might be involved in Alzheimer’s, particularly 2 types of he… https://t.co/phTTTCQLDa",0.2263,0.0,0.905,0.095
Thu Jun 21 18:25:04 +0000 2018,The New York Times,Argentina is looking to rebound from a disappointing start to its World Cup. They're facing Croatia now. Live updat… https://t.co/ympltNOU61,-0.4939,0.151,0.849,0.0
Thu Jun 21 18:20:03 +0000 2018,The New York Times,"Napa Valley, a delightful landscape of wildflowers and grapevines spread across miles of rolling hills, is flauntin… https://t.co/d3t5G5UjSL",0.5859,0.0,0.808,0.192
Thu Jun 21 18:10:06 +0000 2018,The New York Times,"It was like a scene straight out of an action movie.

A man in the busy shopping district of Manchester, England, c… https://t.co/yODga7rTZu",0.5267,0.0,0.812,0.188
Thu Jun 21 18:05:05 +0000 2018,The New York Times,An organizer of the rally in Charlottesville last year that left a woman dead plans to hold a march next to the Whi… https://t.co/8XBVXGo1H0,-0.6486,0.17,0.83,0.0
Thu Jun 21 18:00:11 +0000 2018,The New York Times,“We’re looking directly at their decisions about who to save and who not to save. It’s unprecedented.” https://t.co/wuhKEzmtPb,0.7506,0.0,0.714,0.286
Thu Jun 21 17:50:04 +0000 2018,The New York Times,The Angel Shadows — 3 dancers and 2 puppeteers — are one of the most remarkable elements about this Tony Award-winn… https://t.co/NY2u9BZoFc,0.5984,0.0,0.814,0.186
Thu Jun 21 17:40:11 +0000 2018,The New York Times,"The charity, which conducted the ocean rescue operation, lashed out at Benetton. “The human tragedy at stake in the… https://t.co/NoeFF6r2tV",0.1779,0.16,0.618,0.222
Thu Jun 21 17:31:02 +0000 2018,The New York Times,The Democratic Party is undertaking a $2.5 million plan to cultivate and register millions of nonwhite voters in 20… https://t.co/hcE0IaURbV,0.4019,0.0,0.87,0.13
Thu Jun 21 17:25:23 +0000 2018,The New York Times,Koko's tenderness and aptitude for sign language touched the lives of millions. She met Robin Williams in 2001 and… https://t.co/WIaUYyFerJ,0.4215,0.0,0.872,0.128
Thu Jun 21 17:20:12 +0000 2018,The New York Times,"John Oliver criticized China on ""The Late Show."" So China censored John Oliver on the Weibo social media service. https://t.co/LJ8HosAs6S",-0.5233,0.196,0.804,0.0
Thu Jun 21 17:10:05 +0000 2018,The New York Times,"Amrita Sher-Gil, often called the ""Indian Frida Kahlo,"" understood the loneliness of her subjects well, since their… https://t.co/Q1ImvKdokm",-0.1779,0.134,0.766,0.1
Thu Jun 21 17:05:52 +0000 2018,The New York Times,"RT @nytimesbusiness: “What we’re really doing now is, we’re not supporting emerging industries. We’re bailing out failing industries.” http…",-0.6914,0.251,0.749,0.0
Thu Jun 21 17:00:18 +0000 2018,The New York Times,Slow-release poison. Children with blue skin. These details and others blaming Syria for atrocities in eastern Ghou… https://t.co/Aenb3ETDPM,-0.7717,0.295,0.705,0.0
Thu Jun 21 16:50:06 +0000 2018,The New York Times,This summery recipe from Jacques Pépin couldn't be easier https://t.co/4YfpMzfIXI,-0.3252,0.206,0.794,0.0
Thu Jun 21 16:43:11 +0000 2018,The New York Times,"RT @lostblackboy: I never saw images of gay black men in love growing up, and this lack of representation has always haunted me.

So, I sou…",0.0451,0.181,0.632,0.187
Thu Jun 21 16:40:04 +0000 2018,The New York Times,"The Warped Tour has showcased female stars over the years, including No Doubt, Katy Perry and Paramore, but its gen… https://t.co/SuccHJXjzm",-0.3291,0.15,0.85,0.0
Thu Jun 21 16:30:10 +0000 2018,The New York Times,"“Climate change really helped us for the last 20 years,” a Maine lobsterman said. But, he added, “Climate change is… https://t.co/wPezs1ipDl",0.0,0.0,1.0,0.0
Thu Jun 21 16:26:54 +0000 2018,The New York Times,RT @NYTArchives: A look back at Koko the Gorilla from @nytimes in 1975. https://t.co/0uPFvm9zs2 https://t.co/JKo5vIdkoi,0.0,0.0,1.0,0.0
Thu Jun 21 16:25:07 +0000 2018,The New York Times,RT @anniecorreal: I’m working with @nytlizrobbins and @NYTMetro to follow the developing story of hundreds of children separated at the bor…,0.0,0.0,1.0,0.0
Thu Jun 21 16:20:06 +0000 2018,The New York Times,"Ahead of Tesla, a host of companies are already offering fully electric commercial vehicles to governments and priv… https://t.co/KJZxsJ8XmG",0.0,0.0,1.0,0.0
Thu Jun 21 16:10:04 +0000 2018,The New York Times,"In Opinion

A group of current and former NFL players write, ""President Trump could order the release of any drug o… https://t.co/5cegCyin4q",0.0,0.0,1.0,0.0
Thu Jun 21 16:00:04 +0000 2018,The New York Times,"President Trump tweeted demands on Thursday — change the laws, build a wall, do not hire immigration judges — as hi… https://t.co/OY1856NfQR",0.0,0.0,1.0,0.0
Thu Jun 21 15:55:29 +0000 2018,The New York Times,"France has a 1-0 lead over Peru. If France wins, Peru will be eliminated from the World Cup. Live updates: https://t.co/NWysnpqdrh",0.5719,0.0,0.837,0.163
Thu Jun 21 15:50:04 +0000 2018,The New York Times,We asked our readers in the LGBTQ community to tell us about the first time they held hands with a romantic partner… https://t.co/DXeru4gfJP,0.4019,0.0,0.886,0.114
Thu Jun 21 15:40:09 +0000 2018,The New York Times,"Consular officials are shifting into crisis mode, beginning to search for children as young as 9 months old who did… https://t.co/oFEXrptNM7",-0.6249,0.177,0.823,0.0
Thu Jun 21 15:30:09 +0000 2018,The New York Times,"Internet retailers can be required to collect sales taxes in states where they have no physical presence, the Supre… https://t.co/pOqziflKBx",-0.296,0.104,0.896,0.0
Thu Jun 21 15:23:25 +0000 2018,The New York Times,"RT @nytopinion: In Donald Trump’s view, crime is not defined by a specific offense. Crime is defined by who commits it, says @chrislhayes.…",-0.836,0.32,0.641,0.039
Thu Jun 21 15:20:05 +0000 2018,The New York Times,"President Trump's national security adviser is to visit Moscow, and it might be to prepare ground for a summit meet… https://t.co/opuJbvDO5K",0.34,0.0,0.888,0.112
Thu Jun 21 15:10:01 +0000 2018,The New York Times,"“You don’t throw a sheet over his head and walk to the next person,” said the father of a Chicago teen shot earlier… https://t.co/1tw4XDQtds",0.0,0.0,1.0,0.0
Thu Jun 21 15:00:10 +0000 2018,The New York Times,"Andrew Cuomo writes in @nytopinion:

""We cannot wash away this stain on American history. But we are not without a… https://t.co/LvRlWGu8hE",0.0,0.0,1.0,0.0
Thu Jun 21 14:49:05 +0000 2018,The New York Times,"RT @NYTNational: Police killings of unarmed black Americans have taken a toll on the mental health of the African-American community, a stu…",-0.6705,0.191,0.809,0.0
Thu Jun 21 14:31:01 +0000 2018,The New York Times,"In the week before the 2018 World Cup began, French TV broadcast 3 documentaries about France's 1998 victory. No pr… https://t.co/bxg218dDQK",-0.296,0.104,0.896,0.0
Thu Jun 21 14:22:05 +0000 2018,The New York Times,"RT @adamliptak: The Supreme Court issues decisions starting at 10 a.m.  A cheat sheet for what’s left: 
https://t.co/oJdcqWpyJA",0.1531,0.139,0.694,0.167
Thu Jun 21 14:20:07 +0000 2018,The New York Times,President Trump promised to maintain his tough stance on immigration hours after he signed an executive order endin… https://t.co/5tWsZB5pKx,0.25,0.071,0.81,0.119
Thu Jun 21 14:10:08 +0000 2018,The New York Times,A suspect was arrested in the killing of XXXTentacion https://t.co/ofTJcYd5eb,-0.8658,0.618,0.382,0.0
Thu Jun 21 14:00:11 +0000 2018,The New York Times,"Michael Bloomberg, the billionaire former mayor of New York City, has decided to throw his political clout and pers… https://t.co/BIxOCG0rSk",0.0,0.0,1.0,0.0
Thu Jun 21 13:44:09 +0000 2018,The New York Times,Here's what President Trump's executive order on family separation does and does not do https://t.co/M8L70erWNz,0.0,0.0,1.0,0.0
Thu Jun 21 13:35:21 +0000 2018,The New York Times,Breaking News: Intel's chief executive resigned over a past consensual relationship with an employee that the compa… https://t.co/XzYGbc6sc4,-0.25,0.111,0.889,0.0
Thu Jun 21 13:31:06 +0000 2018,The New York Times,"President Trump will meet Queen Elizabeth II during his first trip to Britain, the U.S. ambassador to Britain said https://t.co/XGHcmpSGYV",0.0,0.0,1.0,0.0
Thu Jun 21 13:17:03 +0000 2018,The New York Times,"RT @nytvideo: A group of seven boys, who appeared to be unaccompanied migrant children, arrived at New York’s La Guardia Airport from Texas…",0.0,0.0,1.0,0.0
Thu Jun 21 13:00:17 +0000 2018,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/McYJOIpRgH https://t.co/IHm5nMYyxc,0.0,0.0,1.0,0.0
Thu Jun 21 12:44:06 +0000 2018,The New York Times,"""We are here to say that we're not going to stand for the criminalization of immigrants in this country,"" a protest… https://t.co/xhvEMQiwCJ",0.0,0.0,1.0,0.0
Thu Jun 21 12:30:11 +0000 2018,The New York Times,Denmark took an early 1-0 lead over Australia in their World Cup match. Live updates: https://t.co/SsJK9YVnVM,0.0,0.0,1.0,0.0
Thu Jun 21 12:20:07 +0000 2018,The New York Times,The migrant-shelter business has been booming since family separations began on a large scale last month along the… https://t.co/bj9w6c1NdU,0.0,0.0,1.0,0.0
Thu Jun 21 12:10:05 +0000 2018,The New York Times,"Your daily @DealBook Briefing:

• Disney pulls ahead in the fight for Fox.
 
• Trump's secret trade weapon: the U.S… https://t.co/IinZXcw1VA",-0.5859,0.22,0.78,0.0
Thu Jun 21 12:00:07 +0000 2018,The New York Times,Details blaming Syria for chemical attacks in eastern Ghouta were uncovered by a United Nations commission. But whe… https://t.co/fbhrK8e0Py,-0.5106,0.255,0.628,0.117
Thu Jun 21 11:45:05 +0000 2018,The New York Times,"""We know that incivility is contagious,"" a Georgetown University professor said. ""It's like a bug or virus. It's no… https://t.co/TZkopiZ9VM",0.3612,0.0,0.872,0.128
Thu Jun 21 11:31:02 +0000 2018,The New York Times,Rafael Márquez is one of the best-known stars on Mexico’s World Cup team. So why sponsors treating him like krypton… https://t.co/iKBpe6RmeY,0.3612,0.0,0.889,0.111
Thu Jun 21 11:21:05 +0000 2018,The New York Times,"For 6 straight World Cups, Mexico has sent a team to the tournament. And for 6 straight World Cups, it has cheered… https://t.co/02CJY2OEhJ",0.4215,0.0,0.826,0.174
Thu Jun 21 11:10:03 +0000 2018,The New York Times,What President Trump's executive order means for his immigration policy — and for the families who have already bee… https://t.co/yaoDr9Gl6f,0.0,0.0,1.0,0.0
Thu Jun 21 11:00:05 +0000 2018,The New York Times,Trump plans to propose a government reorganization that includes relocating many social safety net programs into a… https://t.co/a5AMdQRMzA,0.4215,0.0,0.851,0.149
Thu Jun 21 10:44:04 +0000 2018,The New York Times,"The Chinese state media celebrated Kim Jong-un's surprise visit to Beijing, saying that China and North Korea had n… https://t.co/NhyIyYzhV0",0.7003,0.0,0.756,0.244
Thu Jun 21 10:30:06 +0000 2018,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/KaoaH7dT9P https://t.co/nO3tJ6JGFn,0.0,0.0,1.0,0.0
Thu Jun 21 10:15:05 +0000 2018,The New York Times,As many as 650 patients at a small British hospital died from overdoses of powerful painkillers that they did not n… https://t.co/6KGQ2O5He2,-0.2023,0.142,0.748,0.11
Thu Jun 21 10:00:07 +0000 2018,The New York Times,Jacinda Ardern is the first world leader in almost three decades to give birth while in office https://t.co/nTIsrgp3Mh,0.0,0.0,1.0,0.0
Thu Jun 21 09:44:02 +0000 2018,The New York Times,"""You don't ever want to be separating families, but at least the president focused attention on all the people cros… https://t.co/84LPOsmwUE",0.5088,0.047,0.808,0.145
Thu Jun 21 09:29:04 +0000 2018,The New York Times,RT @maggieNYT: The details of the gruesome chemical attack in Ghouta seem incontrovertible. But the final report from the UN commission inv…,-0.4767,0.129,0.871,0.0
Thu Jun 21 09:16:04 +0000 2018,The New York Times,How Trump's policy change led migrant children to be separated from their parents https://t.co/ZwTlTLyh81 https://t.co/iOIZY1li0v,0.0,0.0,1.0,0.0
Thu Jun 21 09:00:18 +0000 2018,The New York Times,"A ferry that capsized and sank Monday in a lake in Indonesia, leaving as many as 192 people missing and presumed de… https://t.co/aEUP7VrzW4",-0.296,0.099,0.901,0.0
