Date,Name,Text,compound,negative,neutral,positive
Mon Jun 11 01:26:03 +0000 2018,CBS,RT @IzzyNY202: How impressive are these Marjory Stoneman Douglas students? That #TonyAwards performance reduced me to tears. Amazing.,0.7351,0.079,0.625,0.296
Mon Jun 11 01:25:59 +0000 2018,CBS,RT @KatLargent: MAGIC #TonyAwards,0.0,0.0,1.0,0.0
Mon Jun 11 01:24:46 +0000 2018,CBS,Such a touching moment at the #TonyAwards. ❤️ https://t.co/4kJWTHVPZ8,0.0,0.0,1.0,0.0
Mon Jun 11 01:24:12 +0000 2018,CBS,.@Matt_Morrison welcomes the Marjory Stoneman Douglas High School theatre department to the stage. #TonyAwards https://t.co/5dxa9smeka,0.4019,0.0,0.838,0.162
Mon Jun 11 01:19:59 +0000 2018,CBS,So many feels at the #TonyAwards. Congratulations to @arielstachel for winning Best Featured Actor in a Musical!… https://t.co/m1aRNIHPRK,0.9151,0.0,0.543,0.457
Mon Jun 11 01:12:31 +0000 2018,CBS,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards,0.6369,0.0,0.625,0.375
Mon Jun 11 01:08:28 +0000 2018,CBS,RT if that musical number by the cast of Carousel blew you away! #TonyAwards https://t.co/CMzMNtcAQO,0.1511,0.0,0.898,0.102
Mon Jun 11 01:08:24 +0000 2018,CBS,Nathan Lane saw his #AngelsinAmerica role as a challenge. How will you challenge yourself in 2018? #TonyAwards https://t.co/3WXd6AqgBi,0.1531,0.0,0.852,0.148
Mon Jun 11 01:02:47 +0000 2018,CBS,Nathan Lane wins Best Featured Actor in a Play. #TonyAwards @angelsbway https://t.co/xc8M7JtLDE,0.8834,0.0,0.437,0.563
Mon Jun 11 00:58:06 +0000 2018,CBS,🌟 @joshgroban and @SaraBareilles are Host Goals. 🌟 #TonyAwards https://t.co/OGQec8cXJ6,0.0,0.0,1.0,0.0
Mon Jun 11 00:52:34 +0000 2018,CBS,RT @adub369: This is unbelievable! @SaraBareilles and @joshgroban #TonyAwards,0.2714,0.0,0.793,0.207
Mon Jun 11 00:51:11 +0000 2018,CBS,Who lives in a pineapple and just performed at The Tonys? 🍍🎶 The cast of SpongeBob SquarePants: The Musical!… https://t.co/mvFxdh9UJi,0.0,0.0,1.0,0.0
Mon Jun 11 00:50:18 +0000 2018,CBS,✨ @LindsayMendez wins Best Featured Actress in a Musical! #TonyAwards @carouselbway https://t.co/MtgFowscN5,0.8478,0.0,0.494,0.506
Mon Jun 11 00:45:14 +0000 2018,CBS,A big congratulations to @springsteen for his Special Tony award! ✨ #TonyAwards https://t.co/i16u8uv9aT,0.8858,0.0,0.435,0.565
Mon Jun 11 00:44:36 +0000 2018,CBS,Can the 73rd annual #TonyAwards just be three-hours of @TitussBurgess? https://t.co/3rCZwwTUtv,0.0,0.0,1.0,0.0
Mon Jun 11 00:35:41 +0000 2018,CBS,"RT @CBSThisMorning: ""We know there are a lot of you out there who have photos of yourself in school plays or community theater."" Post your…",0.25,0.0,0.92,0.08
Mon Jun 11 00:34:45 +0000 2018,CBS,Keep your acceptance speeches short or else the #TonyAwards will get the angels involved. #AngelsInAmerica 👼 https://t.co/oznhezRzDc,0.4588,0.0,0.833,0.167
Mon Jun 11 00:31:28 +0000 2018,CBS,"If you haven't started singing, you will be the rest of the night. #TonyAwards #MyFairLady https://t.co/jbGXwnru8N",0.0,0.0,1.0,0.0
Mon Jun 11 00:27:42 +0000 2018,CBS,RT @marialena_rago: I like this opener for @MyFairLadyBway #TonyAwards,0.3612,0.0,0.737,0.263
Mon Jun 11 00:27:00 +0000 2018,CBS,Laurie Metcalf wins Best Featured Actress in a Play! #TonyAwards @threetallwomen https://t.co/y4teyJaRPs,0.8908,0.0,0.43,0.57
Mon Jun 11 00:24:31 +0000 2018,CBS,Tina Fey has a boat?? #MeanGirls #TonyAwards https://t.co/phYxmHMd3d,0.0,0.0,1.0,0.0
Mon Jun 11 00:22:15 +0000 2018,CBS,Representing the hardest-working men and women in Broadway… ensemble members from every nominated musical tonight!… https://t.co/imlEEnOUla,0.0,0.0,1.0,0.0
Mon Jun 11 00:22:15 +0000 2018,CBS,RT @misschae: I love theatre so much. #TonyAwards,0.6369,0.0,0.588,0.412
Mon Jun 11 00:18:16 +0000 2018,CBS,On Wednesdays they wear pink and on Sundays they perform at the #TonyAwards. 💕 Who thought that performance by the… https://t.co/w7QDkaX6kF,0.0,0.0,1.0,0.0
Mon Jun 11 00:13:27 +0000 2018,CBS,"RT @MichaelJMoritz: ""We are all made perfectly and we all belong” - Andrew Garfield #TonyAwards",0.6369,0.0,0.756,0.244
Mon Jun 11 00:12:31 +0000 2018,CBS,Andrew Garfield wins Best Leading Actor in a Play. #TonyAwards @angelsbway https://t.co/s2VQnw6IPP,0.8834,0.0,0.437,0.563
Mon Jun 11 00:06:39 +0000 2018,CBS,"RT @nightingalen: Love this opening song! @joshgroban
@SaraBarreilles 
#TonyAwards",0.6696,0.0,0.64,0.36
Mon Jun 11 00:04:15 +0000 2018,CBS,✨ @joshgroban and @SaraBareilles take the stage to begin an unforgettable evening. #TonyAwards https://t.co/y9uzlK2DzO,0.0,0.0,1.0,0.0
Sun Jun 10 23:59:00 +0000 2018,CBS,Grab your popcorn... it's time for the #TonyAwards! Go and stream the entire show now: https://t.co/Wo1algQHix https://t.co/JGYTk4NPDN,0.0,0.0,1.0,0.0
Sun Jun 10 23:18:15 +0000 2018,CBS,✨ @thegoodfight's Christine Baranski has arrived on the #TonyAwards red carpet! Watch LIVE at 8/7c on CBS! https://t.co/XnXAnPtRrc,0.0,0.0,1.0,0.0
Sun Jun 10 22:01:25 +0000 2018,CBS,"The hosts have arrived! We're LIVE with @SaraBareilles, @joshgroban and more on the #TonyAwards red carpet hosted b… https://t.co/NtarbgywLe",0.0,0.0,1.0,0.0
Sun Jun 10 15:00:01 +0000 2018,CBS,Tonight's the night! Join @etnow's @DDirecto on the #TonyAwards' red carpet starting at 5PM ET! https://t.co/hZLOSiIRAT,0.4184,0.0,0.843,0.157
Sat Jun 09 21:00:02 +0000 2018,CBS,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS,0.5093,0.0,0.845,0.155
Sat Jun 09 16:00:00 +0000 2018,CBS,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,0.0,0.0,1.0,0.0
Fri Jun 08 19:46:17 +0000 2018,CBS,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,0.296,0.0,0.82,0.18
Fri Jun 08 15:00:03 +0000 2018,CBS,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,0.0,0.0,1.0,0.0
Fri Jun 08 13:58:15 +0000 2018,CBS,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",0.9078,0.0,0.564,0.436
Thu Jun 07 17:03:26 +0000 2018,CBS,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",0.3612,0.0,0.872,0.128
Wed Jun 06 21:00:24 +0000 2018,CBS,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,0.2732,0.105,0.719,0.176
Wed Jun 06 00:08:30 +0000 2018,CBS,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",0.3595,0.0,0.872,0.128
Tue Jun 05 22:23:35 +0000 2018,CBS,"RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…",-0.4404,0.177,0.723,0.1
Tue Jun 05 22:12:28 +0000 2018,CBS,RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY,0.4574,0.0,0.824,0.176
Tue Jun 05 19:00:02 +0000 2018,CBS,These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB,0.5093,0.0,0.845,0.155
Tue Jun 05 15:04:41 +0000 2018,CBS,"More stars are set to appear at the #TonyAwards, including @billyjoel, @amyschumer, and @katharinemcphee. See who e… https://t.co/lPUocBcn9t",0.0,0.0,1.0,0.0
Mon Jun 04 17:00:00 +0000 2018,CBS,"The #TonyAwards are just days away, and @joshgroban and @SaraBareilles will bring all they've got to Broadway's Big… https://t.co/eKkWn6ClSq",0.0,0.0,1.0,0.0
Fri Jun 01 17:39:17 +0000 2018,CBS,"Call us old-fashioned, but we donut want you missing out on #NationalDonutDay! Here are a few treats from us to you… https://t.co/HpzN8bQ3SO",-0.3903,0.131,0.807,0.062
Fri Jun 01 17:00:03 +0000 2018,CBS,Remember @Lin_Manuel’s beautiful sonnet from the 70th Annual Tony Awards®? Relive some of the greatest moments in… https://t.co/IZjeQLd58C,0.8442,0.0,0.664,0.336
Thu May 31 23:50:00 +0000 2018,CBS,"Good friends @joshgroban and @SaraBareilles are hosting the #TonyAwards together? Well, this is bound to be fun! https://t.co/26Vgzp0s2e",0.8932,0.0,0.545,0.455
Wed May 30 15:07:34 +0000 2018,CBS,"The #TonyAwards just got even better because @UzoAduba, @MattBomer, and more stars will be presenting live! Find ou… https://t.co/hfFBtWo1T9",0.4926,0.0,0.849,0.151
Mon May 28 21:00:01 +0000 2018,CBS,"Mark your calendars. @SalvationCBS returns Monday, June 25 at 9/8c! ☄️ https://t.co/N9pYuhYLRF",0.0,0.0,1.0,0.0
Mon May 28 02:08:19 +0000 2018,CBS,RT @thegoodfight: All episodes of season 2 are now available. Stream #TheGoodFight on CBS All Access: https://t.co/k3tn8kR9KC https://t.co/…,0.0,0.0,1.0,0.0
Wed May 23 23:07:38 +0000 2018,CBS,Get the popcorn ready! 🍿  It's going to be an unforgettable @survivorcbs finale. Make sure to tune in TONIGHT at 8/… https://t.co/vp0JyqfXMQ,0.6239,0.0,0.789,0.211
Wed May 23 19:02:43 +0000 2018,CBS,"RT @StrangeAngel: Every brilliant mind has a dark side. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/y0MZg1BzEB htt…",0.5859,0.0,0.826,0.174
Tue May 22 23:19:40 +0000 2018,CBS,Prepare yourself. The @NCIS_CBS season finale is unlike any other. Don't miss it TONIGHT at 8/7c. https://t.co/MOH6uiFc0C,0.1139,0.0,0.917,0.083
Tue May 22 20:02:22 +0000 2018,CBS,"Summer heats up with @CBSBigBrother, @SalvationCBS, and the brand-new competition series @TKOCBS. Find out when you… https://t.co/DxE7OnKs17",0.0,0.0,1.0,0.0
Mon May 21 23:00:01 +0000 2018,CBS,Who’s going to be watching the season finale of @ManWithAPlan tonight? RT if you'll be tuning in at 8:30/7:30c! https://t.co/ARLRtVuGuc,0.0,0.0,1.0,0.0
Sun May 20 20:00:00 +0000 2018,CBS,The season finale of @MadamSecretary will leave you speechless! Make sure to tune in tonight at 10/9c. https://t.co/hqxkLZsWpl,0.3382,0.061,0.808,0.131
Sun May 20 17:00:01 +0000 2018,CBS,The @NCISLA season finale is going to be a wild ride. Don't miss all of the action starting TONIGHT at 8/7c! https://t.co/PNtUuVf9VQ,0.1867,0.0,0.92,0.08
Sat May 19 08:00:01 +0000 2018,CBS,Retweet if you're ready for the #RoyalWedding! https://t.co/k57NM7OrXn,0.4199,0.0,0.715,0.285
Fri May 18 21:00:01 +0000 2018,CBS,It's going down (literally) on the Season Finale of @HawaiiFive0CBS when a submarine appears off the coast of Waiki… https://t.co/oD7Le5XUz6,0.0,0.0,1.0,0.0
Fri May 18 14:00:03 +0000 2018,CBS,"The #RoyalWedding is finally here, and you're invited! Join @CBSThisMorning’s @GayleKing and @etnow’s @KevinFrazier… https://t.co/Q5xiRkXLUz",0.3595,0.0,0.849,0.151
Thu May 17 23:44:27 +0000 2018,CBS,When the @LifeInPiecesCBS season finale is back-to-back episodes. 👏 Get ready for double the laughs at 9/8c! https://t.co/SYW5UzXobv,0.7177,0.0,0.715,0.285
Thu May 17 21:19:59 +0000 2018,CBS,Rules were made to be broken.💥 Don't miss the heart-pounding season finale of @swatcbs TONIGHT at 10/9c! https://t.co/NXLbeIrvcp,0.1867,0.0,0.907,0.093
Thu May 17 19:12:51 +0000 2018,CBS,"Is it fall yet? Check out the first looks at our new fall shows and stars from the CBS Upfront!

https://t.co/l7GQVRzRFw",0.0,0.0,1.0,0.0
Thu May 17 13:00:00 +0000 2018,CBS,How many shows can you binge in a month? Find out with a 1 month free trial of CBS All Access! Use code STREAMITALL… https://t.co/yccQppCaxC,0.5562,0.0,0.854,0.146
Thu May 17 00:00:00 +0000 2018,CBS,"Save the dates! The CBS Fall lineup is here, and we're welcoming six new shows in addition to returning hits. Which… https://t.co/f9PSQfpHL7",0.75,0.0,0.758,0.242
Wed May 16 22:56:24 +0000 2018,CBS,What happens when the friendliest guy in the Midwest moves his family next door to a not-so-friendly new LA neighbo… https://t.co/KtEoNE3deL,0.5574,0.0,0.841,0.159
Wed May 16 22:56:24 +0000 2018,CBS,"When @MurphyBrownCBS returns to the news world, things sure won't be what they used to be! The revival of the groun… https://t.co/jJcgyqyDxL",0.3802,0.0,0.89,0.11
Wed May 16 22:56:23 +0000 2018,CBS,"When decorated former Navy SEAL Thomas Magnum returns home to Hawaii, he embarks on a new mission: solving cases in… https://t.co/6n2MWY3c2f",0.34,0.0,0.888,0.112
Wed May 16 22:56:23 +0000 2018,CBS,The ordinary turns extraordinary for this suburban couple when an exuberant young pop star unexpectedly moves in wi… https://t.co/9xaAUSm5nm,0.5859,0.0,0.826,0.174
Wed May 16 22:56:23 +0000 2018,CBS,An outspoken atheist's life takes a surprising turn when he accepts a social media friend request from God! Watch w… https://t.co/EbVbL0SNDk,0.8398,0.0,0.6,0.4
Wed May 16 22:56:23 +0000 2018,CBS,"When danger threatens the nation, these elite agents risk their lives to keep it safe. Join them on the case when n… https://t.co/LuSY0jXBf9",-0.4588,0.26,0.577,0.163
Wed May 16 22:56:22 +0000 2018,CBS,Meet the new shows coming to CBS this fall!,0.0,0.0,1.0,0.0
Wed May 16 21:46:07 +0000 2018,CBS,So much TV to love! ❤️ Be sure to follow the shows of the CBS 2018-2019 primetime lineup and stay up-to-date on the… https://t.co/lQwGtznj5i,0.7777,0.0,0.764,0.236
Wed May 16 18:05:27 +0000 2018,CBS,"Every mission leaves its mark. Join us in the final mission to avenge Echo Team's deaths, tonight at 9/8c during th… https://t.co/SlfprTVDgD",0.296,0.0,0.905,0.095
Wed May 16 13:52:57 +0000 2018,CBS,"Get ready for three new comedies, five new dramas and the return of the critically acclaimed @MurphyBrownCBS. Here'… https://t.co/alHwUTRFKh",0.6369,0.0,0.766,0.234
Wed May 16 13:24:14 +0000 2018,CBS,"RT @happytogether: When an international pop star moves into your house, life gets a little more interesting! @wayansjr, @AmberoniStevens a…",0.46,0.0,0.857,0.143
Wed May 16 13:23:26 +0000 2018,CBS,"RT @TheNeighborhood: You can’t pick your neighbors, but Calvin sure wishes he could! @CedEntertainer stars in the new comedy #TheNeighborho…",0.8122,0.0,0.67,0.33
Tue May 15 20:16:38 +0000 2018,CBS,Tonight's the night - Agent Dwayne Pride's fate will be revealed. Don't miss the special two-hour season finale of… https://t.co/52amkSiNcA,-0.2057,0.109,0.821,0.07
Mon May 14 20:59:11 +0000 2018,CBS,"Donuts down, hands up! Get ready for a dramatic turn on the finale of @SuperiorDonuts TONIGHT at 9/8c. 🍩https://t.co/f5VSqOlRYu",0.4199,0.0,0.859,0.141
Mon May 14 18:17:23 +0000 2018,CBS,"RT @MagnumPICBS: Thomas Magnum is back on the case! @jay_hernandez stars in #MagnumPI, coming to #CBS. https://t.co/R1aURqMawD",0.0,0.0,1.0,0.0
Mon May 14 18:16:12 +0000 2018,CBS,"RT @GodFriendedMe: You never know who's going to send you a friend request. #GodFriendedMe, the new drama series starring @hall_m_brandon a…",0.4939,0.0,0.856,0.144
Mon May 14 18:15:36 +0000 2018,CBS,RT @TheRedLineCBS: Three Chicago families’ lives converge in the wake of a mistaken shooting. From acclaimed producers @ava and @GBerlanti…,-0.3612,0.122,0.878,0.0
Mon May 14 18:15:08 +0000 2018,CBS,"RT @FamCBS: No family is perfect, especially this #FAM! @ninadobrev, @toneBell and @odessaadlon star in the new #CBS comedy #FAM. https://t…",0.6476,0.082,0.674,0.243
Mon May 14 18:14:46 +0000 2018,CBS,"RT @TheCodeCBS: Their code is honor, courage and commitment. They pursue military justice at home and abroad. #TheCode coming to #CBS. http…",0.9081,0.0,0.592,0.408
Mon May 14 18:14:22 +0000 2018,CBS,RT @FBICBS: Meet the FBI agents who are investigating the most dangerous cases threatening our nation. From Emmy Winner Dick Wolf and the t…,-0.762,0.303,0.586,0.111
Mon May 14 18:13:58 +0000 2018,CBS,RT @MurphyBrownCBS: The ground-breaking comedy returns. #MurphyBrown coming to #CBS. https://t.co/di8GXoVPjh,0.3612,0.0,0.8,0.2
Mon May 14 14:42:00 +0000 2018,CBS,RT @StrangeAngel: Play with fire. 🔥 #StrangeAngel launches June 14 on #CBSAllAccess. https://t.co/xiFSkVz1vB https://t.co/Aw3kGeHyj4,0.0,0.152,0.696,0.152
Sun May 13 13:16:14 +0000 2018,CBS,"Happy #MothersDay to the moms who comfort us, understand us, and keep us centered. We ❤️ you. https://t.co/4YDmZrTGIC",0.7351,0.0,0.721,0.279
Fri May 11 23:00:40 +0000 2018,CBS,The more the merrier! CBS has ordered five more shows that just might become your new favorites next season:… https://t.co/2g5OSj2xPu,0.7245,0.0,0.748,0.252
Fri May 11 20:55:08 +0000 2018,CBS,Thinking about the @BlueBloods_CBS season finale like… Don’t miss the surprising reveal TONIGHT at 10/9c. https://t.co/8ExkPFpnFj,0.128,0.09,0.791,0.119
Thu May 10 23:11:17 +0000 2018,CBS,"Double the @MomCBS, double the fun! Anyone else feel like they hit the jackpot with the back-to-back Season Finale… https://t.co/ebq8WJLKGf",0.7263,0.0,0.747,0.253
Thu May 10 19:24:10 +0000 2018,CBS,"2 suitors, 1 Meemaw and 1 Sheldon. You won’t want to miss the season finale of @YoungSheldon tonight at 8:30/7:30c. https://t.co/Hht2yRE7ly",-0.0772,0.085,0.847,0.069
Thu May 10 18:03:26 +0000 2018,CBS,Broadway's Biggest Night is around the corner! Who are you hoping to see? #TonyAwards2018 ✨ https://t.co/KLT8QCxWcK,0.4753,0.0,0.819,0.181
Thu May 10 15:30:40 +0000 2018,CBS,"The big day is finally here, and you’re invited. 👰 Make sure to tune in to the @bigbangtheory’s star-studded #ShAmy… https://t.co/la9E6tvQ5b",0.3182,0.0,0.892,0.108
Wed May 09 21:35:00 +0000 2018,CBS,"Before the #ShAmy wedding tomorrow, the @bigbangtheory stars &amp; special guests play a game of ""yay or nay"" with thes… https://t.co/ZpCM16qOyT",0.8176,0.0,0.667,0.333
Wed May 09 19:36:24 +0000 2018,CBS,Get ready for more laughs! Learn more about the two new comedies coming to CBS: https://t.co/cpT3fd2RH5 https://t.co/NGrcp803zW,0.8395,0.0,0.609,0.391
Tue May 08 22:26:55 +0000 2018,CBS,"Goodbyes are never easy.  After 15 seasons, don’t miss Abby’s final episode of @NCIS_CBS tonight at 8/7c.  https://t.co/GTGj2YRJA1",-0.4599,0.2,0.8,0.0
Tue May 08 19:55:32 +0000 2018,CBS,Will you be watching the @BullCBS Season 2 Finale tonight at 9/8c? RT if your answer is yes! https://t.co/OxnyEDVsKj,0.4574,0.0,0.85,0.15
Tue May 08 17:18:20 +0000 2018,CBS,RT @thegoodfight: Listening to #QueenBaranski read fan tweets is like poetry. 😍 Warning: this video will give you ALL the feels. ☺️❤️ #TheG…,0.34,0.092,0.725,0.183
Mon May 07 17:50:20 +0000 2018,CBS,"RT @KevinCanWaitCBS: Season 2 of #KevinCanWait comes to a close tonight, and @KevinJames and @LeahRemini have A LOT to say about it. https:…",0.0,0.0,1.0,0.0
Fri May 04 21:00:00 +0000 2018,CBS,Spend your Friday night with this dynamic duo! Tune in to the season finale of @MacGyverCBS at 8/7c on CBS and CBS… https://t.co/AfWUVo4GSu,0.5093,0.0,0.87,0.13
Fri May 04 18:42:12 +0000 2018,CBS,RT @undercover_cbs: Get ready for the series premiere of #CelebrityBoss in just seven days! How would you react if your favorite celebrity…,0.6996,0.0,0.775,0.225
Fri May 04 14:48:42 +0000 2018,CBS,The force is strong on the set of @bigbangtheory! #MayThe4thBeWithYou https://t.co/uYyXKtuVCM,0.5562,0.0,0.736,0.264
Wed May 02 19:04:01 +0000 2018,CBS,RT @thegoodfight: The fight's not over yet. #TheGoodFight is renewed for Season 3. https://t.co/gUrDeA5KQP,0.0,0.0,1.0,0.0
Tue May 01 23:10:50 +0000 2018,CBS,RT @TKOCBS: Both @hwventure and @janemun have been named Executive Producers and showrunners of #TKO: TOTAL KNOCK OUT! Learn more about the…,0.0,0.0,1.0,0.0
Tue May 01 17:58:51 +0000 2018,CBS,"RT @StrangeAngel: Sex. Magick. Rocket Science. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/I3sqWMASxl https://t.co…",0.0,0.0,1.0,0.0
Tue May 01 15:16:28 +0000 2018,CBS,"Broadway's Biggest Night will honor the best in theatre on Sunday, June 10! Here are the nominees for the… https://t.co/tCiNaLGIvq",0.8268,0.0,0.701,0.299
Mon Apr 30 22:54:18 +0000 2018,CBS,We congratulate all of our CBS #DaytimeEmmy Award winners! Check out the stars who joined @TheTalkCBS hosts to cele… https://t.co/JfUFINmYGH,0.8777,0.0,0.627,0.373
Mon Apr 30 13:28:01 +0000 2018,CBS,RT @KevinJames: Getting the band back together @AdamSandler @chrisrock @MikeDelguidice1 @KevinCanWaitCBS #KevinCanWait https://t.co/Mo5EWck…,0.0,0.0,1.0,0.0
Mon Apr 30 02:22:08 +0000 2018,CBS,See all of the stunning fashion looks from the @CBSDaytime stars on the #DaytimeEmmys red carpet:… https://t.co/iJN1ssGPvZ,0.3818,0.0,0.86,0.14
Sun Apr 29 15:30:00 +0000 2018,CBS,The 45th annual #DaytimeEmmys are here! Congratulations to all of the wonderful @CBSDaytime stars and shows nominat… https://t.co/xZhDSYnxL6,0.8356,0.0,0.67,0.33
Thu Apr 26 23:40:24 +0000 2018,CBS,These stars are going undercover for #CelebrityBoss! Find out more about Celebrity @undercover_cbs premiering May 1… https://t.co/Deyn76ADT9,0.0,0.0,1.0,0.0
Wed Apr 25 21:48:49 +0000 2018,CBS,"New courage. New hope. New season. 

Season 3 of @CodeBlackCBS premieres TONIGHT at 10/9c on CBS! https://t.co/rR8xUCKlzI",0.75,0.0,0.687,0.313
Wed Apr 25 18:09:50 +0000 2018,CBS,Celebrate #DNADay by letting your forensic flag fly and revisit some classic episodes of @CSI_CBS on CBS All Access… https://t.co/YCbHDK2r4b,0.5719,0.0,0.837,0.163
Wed Apr 25 16:55:33 +0000 2018,CBS,"Get ready for big reveals, dramatic conclusions, and huge guest stars! Find out more about the 2017-2018 season fin… https://t.co/xcBChnjEvH",0.6239,0.0,0.779,0.221
Mon Apr 23 21:03:22 +0000 2018,CBS,Who’s ready to see these moves? 🕺 Tune in to the @latelateshow’s Carpool Karaoke Primetime Special TONIGHT at 10/9c! https://t.co/gjrURqXaPN,0.6696,0.0,0.756,0.244
Sun Apr 22 16:00:03 +0000 2018,CBS,"The 53rd #ACMawards turned into one big party when @KeithUrban and @juliamichaels performed their upbeat single ""Co… https://t.co/Q3Zj3EzuNs",0.4019,0.0,0.863,0.137
Fri Apr 20 22:00:01 +0000 2018,CBS,A blind date was all it took. Learn more about Meghan Markle and her road to royalty from the people who know her b… https://t.co/fEAMUblPQ4,-0.4019,0.105,0.895,0.0
Fri Apr 20 17:34:37 +0000 2018,CBS,RT @carrieunderwood: ICYMI! Watch Carrie’s performance of #CryPretty from the #ACMawards below! -TeamCU https://t.co/T9I3ko2xFu,0.0,0.0,1.0,0.0
Thu Apr 19 20:00:00 +0000 2018,CBS,There's a new addition to the cast of the upcoming revival of Murphy Brown!  Learn more about Tyne Daly's character… https://t.co/ijSXSLyDaR,0.0,0.0,1.0,0.0
Thu Apr 19 19:00:02 +0000 2018,CBS,"Country superstar @LukeBryanOnline delivers his moving anthem ""Most People Are Good"" at the 53rd #ACMawards:… https://t.co/GhhAsEDqmq",0.4877,0.0,0.826,0.174
Thu Apr 19 17:08:44 +0000 2018,CBS,"Coming to CBS All Access June 14, #StrangeAngel is inspired by the real life story of Jack Parsons and explores the… https://t.co/IsPrXRNXye",0.4939,0.0,0.868,0.132
Wed Apr 18 21:00:01 +0000 2018,CBS,When you realize there are TWO episodes of @CrimMinds_CBS tonight! 👏 Who’s ready for the double-episode season fina… https://t.co/CWVAHHeIGr,0.4199,0.0,0.859,0.141
Wed Apr 18 18:57:45 +0000 2018,CBS,Giving you even more reasons to celebrate! 🎉 See which CBS series are back for another year: https://t.co/O2LI0eJXTA https://t.co/H436kL1jSK,0.7688,0.0,0.706,0.294
Wed Apr 18 17:00:03 +0000 2018,CBS,"Watch country star @blakeshelton belt out his beautiful ballad ""I Lived It"" at the 53rd #AMCawards:… https://t.co/w0WRmpQ6fk",0.5994,0.0,0.804,0.196
Wed Apr 18 15:14:39 +0000 2018,CBS,RT @joshgroban: I AM SO HAPPY I COULD CRY BUT ITS MIDNIGHT IN JAPAN SO I WILL SLEEP BUT ‼️‼️‼️‼️👫🏆🎭😭🔜 #TonyAwards2018 https://t.co/NLss47K6…,0.0903,0.125,0.736,0.14
Wed Apr 18 15:10:34 +0000 2018,CBS,Broadway stars @SaraBareilles and @joshgroban will host @TheTonyAwards on June 10! Hear how these multi-talented ar… https://t.co/jy52FKd7t0,0.0,0.0,1.0,0.0
Tue Apr 17 00:26:33 +0000 2018,CBS,Can you believe it’s been 11 years since @taylorswift13’s first-ever performance at the #ACMawards?! Look back at t… https://t.co/QHSPuJLLFb,0.0,0.0,1.0,0.0
Mon Apr 16 23:00:02 +0000 2018,CBS,Waiting for the @ScorpionCBS season finale to start like… Tune in at 10/9c! https://t.co/peoDXtO707,0.0,0.0,1.0,0.0
Mon Apr 16 17:00:04 +0000 2018,CBS,Cast your vote! #ACMawards https://t.co/57ZN5gr6Y1,0.0,0.0,1.0,0.0
Mon Apr 16 16:02:49 +0000 2018,CBS,RT @CBSTweet: #CBSRatingsNews: #ACMawards Dominate on #CBS.  Over 12 million Total Viewers.  +11% year to year increase!  Biggest audience…,0.2714,0.071,0.806,0.123
Mon Apr 16 15:00:02 +0000 2018,CBS,"In case you missed it, watch the entire #ACMawards now: https://t.co/P3pgMJE2oh https://t.co/OOG2R0Mb4J",-0.296,0.167,0.833,0.0
Mon Apr 16 06:11:41 +0000 2018,CBS,Relive a night of all-star country music performances and epic wins at the #ACMawards. Stream the entire show:… https://t.co/iA3SMVIhpA,0.5719,0.0,0.821,0.179
Mon Apr 16 06:00:00 +0000 2018,CBS,Multiple ACM Award Winners @KeithUrban and @carrieunderwood just added one more trophy to their collection with the… https://t.co/rMGCzOeJQK,0.765,0.0,0.708,0.292
Mon Apr 16 05:55:00 +0000 2018,CBS,That's a wrap for the 53rd #ACMawards! 🎬 https://t.co/jM0HKud3d6,0.0,0.0,1.0,0.0
Mon Apr 16 05:30:00 +0000 2018,CBS,"To all of tonight's nominees, we tip our hats to you! 🤠 #ACMawards https://t.co/eytEezfIgS",0.0,0.0,1.0,0.0
Mon Apr 16 05:00:00 +0000 2018,CBS,Retweet if you think @carrieunderwood looks beautiful tonight! #ACMawards https://t.co/sqefiLBcXd,0.636,0.0,0.682,0.318
